unique_id,prey_1,prey_2,prey_3,prey_4,prey_5,prey_6,prey_7,prey_8,prey_9,prey_10,prey_11,prey_12,prey_13,prey_14,prey_15,prey_16,prey_17,prey_18,prey_19,prey_20,prey_21,prey_22,prey_23,prey_24,prey_25,prey_26,prey_27,prey_28,prey_29,prey_30,prey_31,prey_32,prey_33,prey_34,prey_35,prey_36,prey_37,prey_38,prey_39,prey_40,prey_41,prey_42,prey_43,prey_44,prey_45,prey_46,prey_47,prey_48,prey_49,prey_50,prey_51,prey_52,prey_53,prey_54,prey_55,prey_56,prey_57,prey_58,prey_59,prey_60
F0067,0.26,0.16,0.59,0.78,0.64,0.74,0.65,0,0,0.72,0.32,0,0.2,0.28,0,0.65,0.98,0.84,0.24,0.93,0,1,0.68,0,0,0,0.56,0,0.83,0.03,0.47,0.93,0,0.58,0.25,0,0.15,0,0.09,0,0,0,0,0,0.84,0.21,0.62,0.76,0,0.81,0,0.33,0.89,0,0.2,0,0.1,0.54,0.59,0.44
F0068,0.53,0.05,0.76,0,0,0,0,0.08,0,0,0.26,0.24,0.1,0,0,0,0.8,0,0.6,0,0.11,0.18,0.05,0.12,0.95,0.55,0,0.43,0.07,0.85,0.98,0.03,0.14,0.4,0.11,0.91,0.42,0,0.43,0,0.65,0.24,0.15,0.58,0,0,0.23,0,0,0.92,0.2,0.01,0.92,0.98,0.03,0.69,0,0.96,0,0
F0069,0,0,0.2,0.43,0.26,0.26,0,0.3,0.44,0.59,0.14,0.95,0.05,0.2,0,0,0,0,0,0.29,0.84,0.95,0.22,0,0,0.05,0.48,0.61,0.91,0.01,0.13,0.15,0,0,0,0,0,0,0.24,0,0,0.43,0.8,0,0,0.18,0.9,0,0.32,0,0.39,0,0.4,0.86,0.99,0.51,0.11,0,0.75,0
F0070,0,0.55,0.26,0.65,0.84,0.67,0,0.83,0.43,0.1,0.22,0.15,0.55,0,0.69,0,0.31,0.13,0.48,0.95,0,0.19,0.87,0.19,0.5,0.69,0,0,0,0.06,0,0.08,0,0.35,0.47,0.86,0,0,0.46,0,0,0.56,0.51,0.47,0.95,0.77,0.92,0.19,0.49,0.64,0.53,0,0.19,0.62,0.9,0,0.45,0,0,0.88
F0071,0.48,0,0,0,0.44,0,0,0.6,0,0,0.28,0,0.29,0.24,0.87,0,0,0,0,0.25,0.56,0.39,0.05,0.59,0,0.03,0,0,0,0.29,0.82,0.43,0.32,0,0.12,0.26,0,0.39,0.08,0,0.25,0.92,0,0.71,0,0.4,0.62,0.29,0.58,0.87,0.74,0,0.37,0.05,0.64,0.73,0.97,0,0.44,0.26
F0072,0.43,0.57,0,0.55,0,0.63,0,0.33,0,0.89,0,0.24,0.61,0.66,0,0.27,0.87,0.47,0.42,0.35,0,0.67,0.61,0.81,0.87,0.15,0.71,0,0.82,0.77,0.72,0,0,0,0,0.72,0,0.39,0,0.6,0,0.87,0.24,0.55,0.45,0,0.51,0.29,0,0,0.45,0,0.13,0.24,0.4,0.97,0.91,0,0,0.47
F0073,0.44,0.03,0,0.13,0,0,0.06,0.05,0,0.38,0.44,0.37,0.37,0.87,0,0.79,0,0.77,0.74,0,0,0,0.44,0.73,0,0,0,0.59,0,0,0.63,0,0.76,0,0.18,0,0.94,0.87,0,0,0.43,0.92,0,0.94,0.07,0,0,0.97,0.88,0.19,0.34,0.21,0.21,0.78,0.9,0.32,0.59,0.22,0,0
F0074,0.45,0.28,0.61,0.94,0.43,0.95,0.24,0.9,0.95,0,0,0.44,0.8,0,0,0.28,0,0.67,0.47,0.45,0.51,0.1,0,0,0,0.2,0,0.31,0.29,0,0.65,0.13,0.17,0.06,0,0.57,0.1,0,0,0.21,0.65,0.38,0.19,0,0.94,0.26,0,0.13,0.44,0,0.78,0,0.87,0.27,0,0,0,0.59,0.44,0.85
F0075,0.03,0.84,0.34,0.84,0,0.52,0.82,0.26,0.58,0.41,0.19,0.91,0.15,0.85,0.65,0.41,0,0,0,0.37,0.74,0,0.99,0.12,0.84,0.53,0.32,0.89,0.34,0.17,0.37,0.73,0,0,0.23,0.92,0.97,0.56,0.96,0.68,0.74,0.09,0.82,0.21,0,0.42,0.63,0,0,0.61,0.73,0.49,0,0.06,0,0.91,0.38,0.72,0,0
F0076,0.75,0,0,0.43,0,0,0.89,0.5,0.6,0.99,0.89,0.12,0.82,0.79,0,0.8,0.5,0,0,0,0,0.44,0.42,0.6,0,0,0.59,0.63,0.2,0.35,0,0.99,0.79,0.26,0,0.17,0.27,0,0,0,0.19,0,0.35,0,0,0,0,0.66,0.52,0,0.93,0.79,0.22,0.35,0.52,0.26,0.63,0.25,0,0
F0077,0,0,0.96,0.09,0.78,0.39,0.25,0.26,0,0.05,0,0,0,0.81,0,0,0.83,0.68,0,0,0.36,0.4,0,0,0.43,0.77,0.52,0.67,0.48,0.36,0,0.85,0.92,0.29,0.85,0,0,0.37,0,0.25,0.23,0.56,0,0,0.75,0,0.89,0.81,0.28,0,0.65,0.38,0.73,0.71,0.68,0.89,0,0.8,0,0.59
F0078,0.84,0,0.32,0.58,0.53,0.28,0,0.13,0.65,0,0,0.98,0.45,0,0,0,0.22,0.25,0,0.31,0.43,0,0,0.28,0,0.86,0,0,0.87,0.87,0,0,0.22,0.4,0.94,0.78,0,0.76,0.6,0,0.34,0,0.63,0,0.16,0.83,0.6,0.07,0,0.06,0.46,0.24,0.16,0,0.96,0.37,0.54,0.48,0.26,0
F0079,0.56,0,0,0.57,0,0,0.18,0,0,0.85,0.56,0.53,0,0.32,0.02,0.46,0,0.37,0,0.71,0.17,0,0,0.33,0,0.96,0,0.06,0.48,0.1,0,0.51,0,0,0.57,0.07,0.39,0.9,0.81,0.22,0.32,0.38,0.23,0.12,0.99,0,0,0.37,0.03,0.06,0,0,0.28,0,0,0,0.37,0,0.6,0.61
F0080,0.71,0.65,0.16,0.11,0.41,0.15,0.05,0.48,0,0,0.61,0.08,0.14,0.79,0.06,0.09,0.14,0,0.79,0,0,0.14,0.59,0,0.12,0.46,0.64,0.21,0.84,0.9,0.03,0,0.84,0.71,0,0,0,0.66,0.11,0.59,0,0,0.59,0,0.5,0.83,0,0.6,0,0,0,0,0,0.92,0,0,1,0,0.8,0
F0081,0,0.28,0.37,0,0,0.76,0.97,0.37,0.62,0.6,0,0.57,0,0.5,0.89,0.44,0.48,0.17,0.13,0.51,0,0.48,0.34,0.45,0.9,0,0.85,0,0,0.48,0.4,0.1,0.41,0.31,0.72,0,0.4,0.78,0.6,0,0.4,0,0,0.87,0.97,0.38,0.47,0.38,0.75,0.99,0.95,0.79,0.43,0.72,0.61,0.26,0,0.04,0.4,0
F0082,0.96,0,0.25,0.37,0.52,0.94,0.75,0.22,0.4,0.93,0,0,0.66,0.99,0,0.3,0.72,0,0.36,0.94,0,0.72,0.56,0,0.49,0.08,0.4,0.46,0,0,1,0.59,0.7,0,0,0.36,0.82,0,0.11,0.86,0.75,0.5,0.11,0.28,0.37,0.84,0.45,0,0.83,0,0.36,0.85,0.04,0.03,0.57,0.08,0.58,0.88,0,0.25
F0083,0.41,0.8,0,0.15,0,0,0,0,0.19,0.23,0.45,0,0.88,0,0,0.49,0,0,0.79,0.24,0,0.82,0.29,0.71,0.65,0.9,0,0,0,0.2,0.51,0,0.23,0.45,0.23,0,0.96,0.28,0.68,0.42,0.91,0.99,0,0.45,0.95,0.43,0,0.48,0.42,0,0,0,0.86,0.77,0,0.12,0,0.25,0,0
F0084,0,0.73,0.11,0,0,0.4,0,0.59,0,0.08,0,0.39,0.81,0.78,0,0.97,0.7,0.45,0,0,0,0,0.97,0.91,0.2,0,0,0,0,0.28,0.18,0.31,0.41,0,0,0.63,0.11,0.13,0.25,0,0.74,0,0.99,0,0.36,0.12,0,0,0.39,0.71,0.94,0,0,0.09,0,0,0.31,0.09,0.58,0
F0085,0.64,0,0.26,0,0.19,0.28,0.99,0.05,0.14,0.14,0.06,0,0.69,0.17,0,0,0.6,0,1,0.47,0.83,0,0,0.19,0,0.71,0.53,0.06,0,0.53,0,0.2,0.77,0,0.87,0.13,0.99,0,0.64,0.44,0.95,0,0.85,0.83,0,0.79,0.83,0,0,0,0.97,0.21,0.43,0.96,0.37,0.97,0,0.25,0.92,0.42
F0086,0,0.96,0.87,0,0.85,0.5,0,0.11,0.41,0,0.75,0.23,0.63,0.69,0.22,0.76,0,0,0,0.76,0.07,0.67,0,0.48,0,0.68,0,0.57,0,0.4,0.32,0,0.06,0.1,0.85,0.58,0.07,0.4,0,0.24,0.15,0.79,0.22,0.9,0,0.79,0.3,0,0.1,0.34,0.83,0.3,0.94,0.77,0.19,0.75,0.1,0.47,0.05,0.76
F0087,0.64,0,0.11,0,0.14,0,0.17,0,0,0,0,0,0.61,0.96,0,0.11,0.49,0.41,0.33,0.26,0,0,0,0.3,0,0.61,0.71,0.32,0.4,0,0.46,0,0.27,0,0.05,0.49,0.72,0,0.25,0.71,0.48,0,0.72,0,0.31,0,0.11,0.11,0.27,0.73,0.95,0,0,0.35,0,0,0.31,0,0.01,0.74
F0088,0.8,0,0,0.54,0.09,0.89,0.94,0.7,0,0.5,0.5,0.14,0,0.78,0.19,0,0.32,0.55,0,0.84,0.88,0,0,0.22,0,0,0,0,0,0.04,0.63,0.13,0.99,0.66,0,0.55,0,0.85,0.65,0.72,0.77,0.68,0,0,0.74,0.92,0.75,0,0.73,0.41,0.7,0.45,0.83,0.9,0,0.56,0,0.31,0.71,0.33
F0089,0.44,0.44,0,0,0,0.38,0.12,0,0.66,0,0,0.02,0,0.53,0,0,0,0,0.55,0.3,0.72,0.7,0,0.61,0.36,0.11,0.85,0.46,1,0,0.21,0.49,0.01,0.31,0.43,0,0.91,0.81,0,0.42,0.42,0,0,0,0.17,0,0,0.2,0.13,0.56,0.15,0.58,0.23,0,0,0.8,0.86,0,0.36,0
F0090,0,0.4,0,0.37,0.71,0,0.01,0,0,0.36,0,0,0.53,0.66,0.88,0,0.36,0.81,0.1,0.27,0.76,0.59,0.85,0.33,0.26,0.55,0.95,0.89,0.75,0.28,0,0,0,0.03,0.14,0.18,0,0.11,0.74,0,0.94,0,0.8,0.24,0.12,0.94,0,0.62,0.8,0,0.72,0,0.1,0.3,0.08,0,0,0,0.04,0
F0091,0,0.79,0,0,0,0,0.41,0,0.98,0.43,0,0.87,0,0.52,0.71,0.72,0.8,0,0.45,0,0.02,0.38,0.42,0,0,0,0.88,0,0.06,0.62,0.91,0.02,0.93,0.65,0.68,0.99,0.14,0,0.99,0,0.11,0.88,0,0,0,0,0.83,0.67,0.03,0.39,0.81,0.13,0.28,0,0.9,0,0.35,0.25,0.64,0.23
F0092,0,0.88,0.16,0.61,0.36,0.34,0.18,0.83,0.99,0.81,0,0,0,0.86,0.91,0.39,0.33,0,0,0,0.91,0.8,0,0.69,0,0,0.13,0,0,0.96,0.6,0.11,0.67,0,0.7,0.78,0,0,0.94,0.73,0,0.3,0.53,0,0.5,0,0.87,0,0,0.91,0,0,0,0,0.74,0.69,0.55,0.68,0.86,0
F0093,0.87,0.91,0.18,0.74,0.75,0.11,0,0,0.22,0,0,0.14,0.28,0,0,0.2,0.43,0.37,0.78,0,0.01,0.46,0,0,0.92,0.86,0.28,0.28,0.63,0,0,0.64,0.28,0.19,0.02,0.34,0,0.96,0,0.55,0.92,0.25,0.84,0.71,0,0.03,0.19,0.97,0,0.81,0.61,0.87,0,0.17,0,0.84,0,0.53,0,0.42
F0094,0,0,0.81,0.91,0,0.23,0.48,0,0.06,0,0,0.89,0,0.61,0.56,0,0.89,0,0,0.33,0.73,0.34,0,0,0,0.69,0.82,0,0.71,0.54,0,0.05,0,0,0.04,0,0.81,0.99,0,0.98,0,0.65,0.78,0.11,0.93,0.49,0,0,0,0,0.96,0,0,0.83,0.49,0.89,0,0.58,0,0
F0095,0.33,0,0,0,0.03,0,0.54,0.87,0.94,0,0.71,0,0.05,0,0,0.88,0.68,0,0,0.59,0,0,0,0.85,0,0.24,0.46,0.97,0.15,0.72,0,0.85,0,0.07,0.62,0.67,0,0.61,0.34,0.25,0,0.82,0,0,0.38,0,0,0,0.97,0,0.08,0.28,0,0.6,0.92,0,0.91,0.97,0,0
F0096,0.42,0,0.58,0.26,0.03,0.78,0,0.39,0,0,0.72,0.92,0,0.5,0,0.42,0.48,0.05,0.66,0.36,0.95,0.63,0.99,0,0,0.73,0.06,0.46,0.26,0,0.82,0,0.3,0,0,0,0.44,0,0.93,0,0,0,0.44,0.59,0.45,0.07,0.47,0.61,0.81,0,0.91,0,0.07,0,0.11,0.16,0,0,0.24,0.54
F0097,0.97,0,0.44,0,0.06,0.93,0.56,0,0.29,0,0.27,0,0.41,0,0.63,0.07,0.47,0.03,0,0,0,0.72,0.47,0.18,0.88,0.64,0.56,0.25,0.47,0.64,0,0.43,0.04,0.98,0.92,0.22,0,0,0,0.31,0,0.01,0.14,0.03,0,0,0,0.85,0.38,0.37,0.76,0,0.14,0.68,0.56,0,0,0.18,0.03,0.18
F0098,0,0.45,0.05,0.7,0.99,0,0,0.79,0,0.66,0.97,0,0,0.77,0.9,0,0.61,0.07,0.85,0,0,0.85,0,0.68,0.71,0,0,0.56,0.51,0.94,0,0.05,0,0.82,0.34,0,0.07,0.99,0.67,0.73,0,0,0.43,0.3,0.68,0,0,0.15,0.65,0.37,0.31,0.63,0,0,0.86,0.62,0.3,0.44,0,0.08
F0099,0.85,0,0.25,0.3,0,0.97,0.15,0.71,0.86,0,0.65,0,0.62,0.08,0.14,0,0.81,0,0,0.58,0.15,0,0.95,0,0,0.97,0,0,0,0.68,0.55,0.26,0.2,0.27,0.29,0.91,0,0,0.26,0,0.82,0,0,0.61,0,0.15,0.83,0,0.75,0.96,0.29,0.96,0.86,0,0.38,0,0.2,0,0.35,0.86
F0100,0.51,0.49,0.36,0.52,0.49,0.03,0.92,0.7,0.35,0.44,0.91,0.74,0,0.03,0,0.64,0.8,0.29,0.67,0.34,0,0.06,0.52,0.04,0.66,0.81,0,0,0.43,0,0.97,0.81,0.53,0,0.14,0,0.11,0,0.01,0.87,0.07,0.15,0.25,0.16,0.89,0.54,0.29,0,0,0.91,0,0.79,0,0.8,0,0.52,0.88,0.23,0.13,0.93
F0101,0.36,0.2,0.86,0.55,0,0,0.39,0.01,0.11,0,0.58,0,0.75,0,0.5,0,0,0.21,0,0.74,0,0.63,0.61,0.74,0.02,0.3,0,0.7,0.86,0.72,0.62,0,0.6,0,0.61,0.72,0,0.96,0,0.04,0.87,0.21,0.48,0,0,0.59,0,0.94,0.7,0,0,0.3,0,0.88,0.02,0.2,0,0,0,0
F0102,0,0,0.38,0.15,0.42,0.15,0.6,0.03,0.21,0.64,0.4,0.05,0,0,0.65,0.96,0.17,0,0,0.32,0,0,0.26,0.92,0.06,0.53,0,0,0.64,0,0.19,0.59,0,0.77,0.44,0,0.34,0.71,0.21,0,0.41,0,0.5,0.58,0,0,0.89,0,0,0.62,0.17,0.36,0,0.8,0.68,0,0.56,0.09,0,0.38
F0103,0.95,0.59,0.77,0.83,0.56,0.3,0,0,0.02,0.84,0,0,0.94,0,0.48,0.49,0.68,0.04,0.39,0.37,0.9,0,0,0,0,0.55,0.66,0.25,0,0.31,0.3,0,0.49,0.82,0.54,0,0,0.64,0.07,0.69,0.19,0,0.37,0.74,0.45,0.38,0,0,0.52,0,0.41,0,0.2,0,0,0.16,0,0.87,0.84,0
F0104,0.87,0.52,0.38,0,0,0.46,0.72,0,0.8,0.07,0,0.35,0,0.75,0.75,0.58,0,0,0.62,0.18,0.12,0.84,0.68,0.8,0,0,0.2,0.94,0.97,0.77,0.47,0.34,0.77,0.66,0.15,0.46,0,0.68,0.93,0,0,0.92,0.58,0,0.9,0.82,0.45,0,0.6,0.15,0.3,0,0.44,0.9,0,0.22,0,0.74,0.3,0.13
F0105,0.88,0.86,0.01,0.12,0.64,0.21,0.55,0.92,0.17,0.88,0.11,0.52,0.38,0,0.83,0.99,0.23,0.27,0,0,0.87,0.77,0,0.38,0.57,0.87,0,0,0.39,0.76,0.87,0.02,0.88,0,0,0.96,0,0.55,0.23,0.17,0.72,0.21,0.86,0.78,0.57,0.31,0.12,0,0.65,0,0.49,0.77,0,0.73,0.51,0.99,0,0,0.77,0.54
F0106,0.68,0.79,0,0.9,0,0.18,0,0,0.43,0,0.43,0.3,0.17,0.96,0.97,0.86,0.35,0.16,0.23,0.51,0.46,0.48,0.06,0,0.57,0,0.12,0,0,0.11,0.27,0.09,0,0.77,0,0,0.32,0.21,0.37,0.39,0.05,0.05,0,0.51,0,0.15,0,0.64,0.19,0.99,0,0.51,0,0.46,0.31,0.78,0,0.14,0,0.98
F0107,0.96,0.05,0,0.1,0.17,0,0,0,0.91,0,0.03,0,0.1,0.48,0.97,0,0.35,0,0.07,0.44,0.89,0.82,0,0.94,0.64,0.99,0.93,0.34,0,0.67,0.03,0.15,0.97,0,0,0,0,0.02,0.61,0.53,0,0,0.28,0.75,0.49,0.95,0,0.71,0.07,0,0.21,0,0,0,0.31,0.65,0,0,0.36,0
F0108,0.38,0,0,0,0.52,0.61,0.9,0,0.07,0.88,0,0,0,0.08,0,0,0.69,0,0,0.64,0.95,0.02,0,0.69,0.3,0.73,0,0,0.24,0.29,0.16,0.96,0.23,0.4,0.41,0.91,0,0,0.39,0.49,0.21,0.05,0.33,0.76,0,0,0,0.04,0.17,0.02,0.13,0,0,0.66,0,0.17,0.9,0.25,0,0.73
F0109,0.3,0.88,0,0.82,0.3,0,0.39,0.56,0,0.6,0,0.32,0.94,0,0,0.31,0.78,0.08,0.74,0.58,0.47,0,0.89,0.55,0,0.9,0,0,0,0,0.38,0.28,0,0.59,0.93,0.64,0.76,0,0,0.21,0.27,0,0,0.75,0,0.8,0,0,0.34,0.21,0,0.6,0.23,0.05,0.57,0,0.01,0.71,0,0
F0110,0.96,0.19,0,0.89,0.67,0.63,0,0.66,0.94,0,0.03,0.92,0.22,0.89,0,0,0.33,0.68,0,0.86,0.76,0.55,0,0.37,0.43,0.44,0.35,0.07,0.18,0,0.32,0.38,0,0,0.44,0.02,0.74,0.1,0.56,0.05,0.49,0,0.07,0.93,0.24,0.8,0,0.16,0.23,0.72,0,0.22,0.13,0.91,0,0.52,0.34,0,0,0.89
F0111,0.72,0,0,0,0,0,0,0.06,0.21,0,0.45,0.17,0.15,0.1,0.49,0,0,0.86,0,0.34,0,0,0,0.26,0,0,0.97,0.67,0.76,0.1,0.11,0.07,0,0.64,0,0.2,0.28,0,0.06,0.74,0.02,0.61,0,0,0.77,0.62,0,0.92,0.59,0.09,0,0.88,0.13,0.28,0.29,0.88,0.5,0.42,0.65,0.98
F0112,0,0.93,0.46,0.17,0.38,0,0.7,0.54,0,0,0,0,0.15,0.83,0.14,0.14,0,0.44,0,0.53,0,0.26,0,0,0,0,0.41,0.4,0.18,0.75,0.16,0.93,0.12,0,0.87,0.64,0,0,0.29,0.7,0.01,0,0.55,0,0.47,0,0.28,0.35,0,0,0.23,0.45,0,0.66,0,0.32,0.43,0,0.71,0.48
F0113,0.48,0,0.94,0.84,0.63,0.61,0,0.81,0,0,0.51,0.77,0.08,0.06,0.8,0.8,0,0.66,0,0.68,0.08,0.15,0.46,0.68,0.98,0.02,0.42,0.12,0.44,0.49,0.19,0.47,0.86,0.99,0.97,0.37,0,0,0.59,0,0,0.57,0.24,0,0.98,0.03,0.24,0.9,0.18,0,0.34,0,0.18,0.37,0,0.1,0.53,0.39,0.31,0
F0114,0.48,0.24,0,0.36,0,0,0.51,0.48,0,0.72,0.8,0.93,0,0,0,0,0.18,0,0.76,0.6,0.17,0,0.63,0.21,0.32,0.41,0.01,0.36,0.95,0,0,0.14,0.9,0.47,0.13,0.04,0.69,0.53,0,0,0.26,0,0,0.26,0,0,0,0.24,0.79,0.88,0,0.25,0.91,0.71,0,0.5,0.5,0.1,0.29,0
F0115,0,0,0,0.3,0.57,0.51,0.35,0,0,0,0.76,0,0.77,0,0,0.38,0.92,0,0,0,0.03,0,0.2,0.12,0.64,0,0.82,0.13,0.48,0.32,0,0,0,0.08,0.1,0.05,0.23,0,0.26,0.05,0,0.72,0,0,0,0,0.16,0.08,0,0.31,0.74,0.94,0,0,0.91,0.63,0,0.4,0,0.74
F0116,0.42,0.62,0.13,0,0,0.82,0,0.75,0.24,0,0.21,0.96,0.06,0,0.99,0.78,0.76,0.34,0.18,0,0.5,0.82,0.65,0,0.57,0.03,0,0.7,0.67,0.68,0.49,0.52,0.51,0,0.05,0.81,0,0,0.57,0.47,0,0.21,0,0,0.87,0.72,0.56,0.31,0.27,0,0,0.52,0.02,0.61,0.75,0.17,0.64,0.68,0.56,0
F0117,0.83,0,0.89,0.89,0.28,0.04,0.4,0.61,0,0.41,0.15,0.85,0.65,0.18,0.65,0.78,0,0,0,0.27,0.18,0.58,0.86,0.35,0.75,0,0.37,0,0.93,0.69,0.36,0,0.26,0.96,0,0,0.67,0.22,0,0.75,0.56,0,0.48,0.58,0.54,0.1,0.94,0,0,0.46,0,0.27,0.33,0.91,0.63,0,0.9,0.99,0,0.34
F0118,0.45,0.04,0.64,0.78,0.72,0.65,0,0.77,0.05,0.4,0.3,0,0,0.13,0,0,0.23,0.75,0.3,0.15,0.67,0.42,0.67,0.33,0.76,0,0.52,0,0.06,0.47,0,0.81,0.04,0.85,0.58,0.09,0.14,0.64,1,0,0.21,0.81,0.87,0.47,0.3,0.52,0.73,0.82,0,0.15,0,0.77,0.38,0.78,0,0.07,0,0.8,0,0.58
F0119,0,0,0.48,0,0,0.24,0.93,0.3,0.1,0,0.05,0.25,0.46,0.23,0.04,0.88,0.44,0.73,0,0.11,0,0.43,0.34,0.42,0,0,0.16,0.12,0.28,0.28,0,0,0.16,0.46,0,0.88,0.71,0.41,0.34,0.58,0,0,0,0.99,0,0.81,0,0.86,0,0.43,0,0.24,0,0,0,0.24,0.05,0.33,0.71,0.93
F0120,0.55,0,0.34,0,0.4,0.55,0,0,0.34,0,0,0,0.47,0.74,0.42,0.67,0.74,0.19,1,0.12,0.45,0.23,0,0.68,0,0.7,0,0,0,0.96,0.14,0.37,0,0,0.64,0,0.3,0,0.93,0,0.32,0.27,0.61,0,0.46,0.19,0,0,0,0.49,0.33,0.49,0,0.85,0.36,0.52,0.62,0.54,0.89,0
F0121,0.72,0.84,0,0.59,0,0,0.8,0,0.55,0.15,0,0,0,0.64,0,0.59,0,0.4,0,0.11,0,0.52,0.65,0.02,0.29,0,0.89,0.95,0,0,0.71,0.72,0.9,0,0.5,0,0,0.37,0.85,0.39,0.08,0.08,0,0,0,0,0.82,0.56,0.73,0.14,0,0.72,0.52,0.95,0.33,0.52,0.7,0.4,0.07,0.07
F0122,0.97,0,0.73,0.97,0.05,0.05,0.29,0.17,0,0.2,0,0.71,0.23,0.49,0.61,0.82,0.58,0,0.14,0.63,0,0.94,0,0,0.98,0,0,0.16,0.17,0.27,0,0.13,0.64,0,0.34,0.23,0.12,0.87,0.91,0,0.94,0,0.97,0,0.82,0,0.64,0,0.3,0.02,0.45,0.22,0.56,0.43,0.45,0.89,0.15,0.45,0,0.87
F0123,0,0,0,0.65,0.45,0,0.67,0.94,0,0.04,0.64,0.26,0.7,0.16,0.88,0,0.65,0,0.99,0,0,0,0.97,0.09,0,0.52,0,0.69,0,0,0.39,0.82,0.25,0,0.9,0.32,0.66,0.66,0.76,0,0.58,0.06,0,0.15,0.79,0.82,0,0.81,0,0,0.77,0.59,0,0.74,0.75,0,0.63,0,0,0.88
F0124,0.03,0.54,0.2,0.14,0.63,0.56,0,0,0.31,0.11,0,0.55,0.62,0,0,0.98,0.37,0.39,0,0.02,0.55,0.13,0.5,0,0.79,0.48,0,0.51,0.6,0.6,0.39,0,0,0,0.76,0.58,0.93,0.48,0.14,0.41,0,0.95,0,0,0.89,0.03,0,0,0.27,0.07,0,0.4,0,0.39,0.34,0.53,0.3,0.43,0.78,0
F0125,0,0.38,0,0,0,0.3,0,0.78,0.68,0,0,0.47,0,0,0.88,0,0.49,0,0.43,0.49,0,0,0,0.42,0.63,0.66,0.48,0,0.23,0.15,0.84,0,0,0,0,0.07,0.11,0.35,0.98,0,0,0,0,0.23,0,0.57,0.63,0,0.88,0.22,0.63,0.27,0,0,0.89,0.99,0.47,0.51,0.65,0
F0126,0,0.79,0.39,0.32,0.55,0.92,0,0.26,0.3,0,0,0.22,0.44,0.22,0,0,0.71,0,0.75,0,0,0.57,0,0.84,0.8,0.53,0,0.64,0,0,0.62,0.44,0,0.06,0.98,0,0.16,0,0.91,0.01,0,0.76,0.51,0.58,0.48,0.7,0,0,0.83,0.7,0.34,0,0.95,0,0.4,0.85,0.93,0.15,0.32,0.58
F0127,0.92,0.64,0.64,0.57,0.44,0.38,0.07,0,0.22,0,0.64,0.46,0,0.12,0.38,0.42,0.08,0.28,0.51,0,0,0.83,0,0.7,0.66,0,0.56,0.96,0.85,0.11,0.93,0,0,0.73,0.76,0.76,0,0.18,0.9,0,0.19,0.08,0.95,0.84,0,0.45,0.53,0.24,0,0.29,0,0.03,0,0,0,0.57,0.46,0.7,0,0
F0128,0.23,0.71,0.11,0.31,0,0.9,0.14,0,0.07,0,0,0.97,0.29,0.84,0,0.4,0.96,0,0.87,0.95,0.49,0.85,0,0,0,0,0,0,0.77,0.55,0.09,0.43,0.61,0.16,0,0,0.97,0.69,0.2,0.32,0,0.5,0.8,0.75,0,0,0.79,0,0,0.4,0,0.28,0.45,0,0.81,0,0.32,0,0.75,0
F0129,0,0.51,0.53,0.84,0.02,0.53,0,0.49,0.03,0,0.41,0.9,0.19,0.46,0.48,0.97,0.54,0.34,0.98,0,0,0,0.44,0,0.12,0,0,0.83,0.45,0,0.68,0,0.16,0.38,0,0,0.25,0,0.74,0.5,0.54,0,0.53,0.02,0,0.13,0,0.43,0,0.45,0.79,0.01,0.58,0.02,0.79,0,0.11,0.36,0.45,0.59
F0130,0,0.09,0.71,0,0.95,0.33,0.5,0,0,0.43,0.7,0,0.87,0,0.3,0.98,0,0.24,0,0.8,0.02,0.41,0,0.71,0,0.59,0.72,0.48,0.98,0,0,0.21,0,0,0.91,0,0.6,0.95,0.75,0.66,0,0,0.23,0,0,0.22,0,0.19,0.14,0,0,0.07,0.88,0.75,0,0.61,0.69,0,0.95,0
F0131,0.4,0.79,0,0,0,0,0.07,0.74,0.29,0.64,0.71,0,0.33,0.86,0.82,0,0,0,0.05,0.22,0.83,0.5,0,0.31,0.84,0.02,0.41,0.86,0.33,0.75,0.41,0.92,0,0.21,0.09,0,0.04,0,0,0.76,0,0,0.75,0,0.71,0.33,0.08,0,0.35,0.8,0,0.74,0,0.37,0.24,0,0,0.68,0.85,0
F0132,0.33,0.81,0,0.15,0.52,0.82,0.11,0,0.55,0,0.74,0,0,0,0,0.07,0.23,0.64,0,0.05,0.98,0,0,0.03,0.45,0.67,1,0.63,0.95,0.87,0,0.97,0,0,0.19,0.69,0.57,0,0.48,0.67,0.01,0.72,0.86,0.91,0,0.07,0.95,0.04,0.15,0.64,0.76,0.98,0.17,0.93,0.39,0.37,0,0.74,0.31,0.24
F0133,0,0.45,0,0,0,0.99,0.34,0,0.87,0.42,0.67,0.42,0.78,0,0.98,0.23,0.59,0,0.07,0.52,0.32,0,0.43,0,0,0.64,0,0,0.85,0.69,0.67,0.71,0.83,0.93,0.26,0.18,0.58,0.2,0.53,0.97,0.69,0.95,0,0.56,0,0.79,0.95,0,0,0,0.32,0.38,0.18,0,0.98,0.34,0.82,0.26,0.52,0
F0134,0.81,0.16,1,0,0,0,0,0.6,0.66,0.61,0,0,0.42,0.11,0.24,0.78,0,0,0.54,0.67,0.85,0.79,0.1,0,0,0.03,0.23,0.04,0,0,0.25,0,0.25,0.33,0.59,0.4,0,0,0.71,0.04,0,0.56,0,0.21,0.51,0,0,0,0,0,0.64,0.52,0,0.23,0.5,0,0,0,0.02,0.77
