"sampling_area","month","region","habitat","season","sex","class","unique_id","species","prey_1","prey_2","prey_3","prey_4","prey_5","prey_6","prey_7","prey_8","prey_9","prey_10","prey_11","prey_12","prey_13","prey_14","prey_15","prey_16","prey_17","prey_18","prey_19","prey_20","prey_21","prey_22","prey_23","prey_24","prey_25","prey_26","prey_27","prey_28","prey_29","prey_30","prey_31","prey_32","prey_33","prey_34","prey_35","prey_36","prey_37","prey_38","prey_39","prey_40","prey_41","prey_42","prey_43","prey_44","prey_45","prey_46","prey_47","prey_48","prey_49","prey_50","prey_51","prey_52","prey_53","prey_54","prey_55","prey_56","prey_57","prey_58","prey_59","prey_60"
"Area_08","juillet","plains","marine","Autumn","F","J-3","F0056","Astyanax_fasciatus",0.6,0.89,0.81,0.57,0.75,0.65,0.78,0.13,0,0.32,0.19,0.63,0,0,0,0,0.25,0.03,0.47,0,0.74,0,0.39,0,0,0.32,0.62,0.81,0,0.46,0,0,0.78,0,0.05,0,0.08,0,0.38,0.18,0.97,0,0,0,0.99,0.01,0,0.12,0.71,0,0,0.06,0.71,0.71,0.99,0,0.03,0.04,0.83,0
"Area_06","octobre","montain","fast-stream","Spring","F","N-7","F0057","Prochilodus_lineatus",0.06,0.66,0.74,0.99,0.21,0.32,0,0,0.69,0,0,0.37,0.8,0,0.82,0.95,0.06,0,0,0,0.81,0.29,0,0.9,0.08,0.84,0.41,0,0.91,0.95,0,0.57,0,0.35,0.8,0.07,0.34,0,0,0.1,0.45,0.14,0.27,0.93,0.56,0.09,0.23,0,0.03,0,0.37,0.46,0.61,0.71,0.03,0,0,0,0.68,0
"Area_01","fevrier","pothole","slow-stream","Autumn","F","I-2","F0058","Prochilodus_lineatus",0.11,0.77,0,0.7,0.21,0,0,0.9,0.05,0.97,0,0,0.58,0.99,0.83,0.89,0,0.02,0,0.33,0,0,0.71,0.16,0.21,0.08,0,0.19,0.72,0,0,0.64,0.3,0.3,0,0.7,0.38,0.05,0.36,0.12,0.66,0.85,0.64,0.68,0.24,0,0,0.57,0.33,0.69,0.16,0.33,0,0.97,0,0,0.55,0.75,0.68,0.27
"Area_02","fevrier","montain","river","Summer","F","M-6","F0059","Geophagus_brasiliensis",0.58,0.27,0,0.82,0.06,0.67,0.96,0,0,0,0.96,0.21,0,0,0.74,0.76,0.92,0,0.25,0.18,0.43,0,0.82,0,0.15,0,0.73,0,0,0.62,0,0.78,0.92,0.39,0,0.46,0.6,0.81,0.32,0.65,0.39,0.77,0.87,0.91,0.21,0,0.39,0.09,0.24,0,0,0,0.82,0.18,0.45,0.29,0.98,0.14,0,0.17
"Area_05","decembre","montain","estuary","Autumn","F","K-4","F0060","Geophagus_brasiliensis",0.9,0.23,0.77,0,0.07,0,0,0.81,0,0.29,0,0.08,0.43,0,0.29,0.98,0,0.49,0.24,0.7,0,0.3,0,0.35,0,0.55,0.84,0,0.14,0.04,0.3,0,0.59,0.71,0.42,0,0,0.98,0.94,0.07,0.56,0.76,0.22,0.8,0.97,0,0,0,0.58,0,0.17,0.79,0.05,0.44,0.4,0,0.32,0,0,0
"Area_05","mai","plains","sky","Spring","F","K-4","F0061","Leporinus_friderici",1,0.21,0,0.58,0.58,0.3,0,0.51,0.2,0,0,0,0.93,0,0.36,0.46,0.17,0.29,0.26,0.77,0.19,0.59,0.61,0,0.35,0.98,0.63,0.67,0,0.47,0.85,0.98,0,0.17,0.27,0.75,0.13,0.18,0.5,0.93,0.91,0,0,0.15,0.16,0,0.3,0.08,0.77,0.09,0.09,0.41,0,0.57,0.75,0.99,0.62,0.83,0,0.17
"Area_08","juillet","pothole","marine","Winter","M","N-7","F0062","Rhamdia_quelen",0.69,0.41,0.46,0.4,0,0,0,0,0,0.51,0.49,0.85,0.66,0.76,0.04,0.48,0.05,0.83,0.85,0.09,0,0.74,0.15,0,0.24,0,0.28,0,0.05,0.37,0,0.64,0.35,0.61,0.5,0.37,0.71,0,0.56,0,0.78,0.3,0.07,0.39,0.82,0,0.45,0.05,0,0,0,0,0,0.89,0.24,0,0.66,0,0.06,0
"Area_04","octobre","montain","estuary","Spring","F","I-2","F0063","Leporinus_friderici",0,0.77,0,0.06,0.86,0.33,0,0.94,0,0.77,0.17,0.45,0.64,0,0.14,0.27,0,0,0,0,0.58,0.65,0.43,0,0,0.18,0.05,0.28,0.08,0,0.04,0,0,0.75,0.85,0,0.98,0,0,0.71,0,0,0,0,0.13,0.02,0.35,0,0.27,0,0.85,0.94,0.84,0,0.96,0.47,0.86,0,0.94,0.26
"Area_07","novembre","plains","slow-stream","Autumn","M","J-3","F0064","Rhamdia_quelen",0.28,0.04,0,0.38,0.5,0.07,0,0,0.1,0.72,0.51,0.51,0.29,1,0.06,0.6,0,0.96,0,0.82,0.92,0.63,0.51,0,0.69,0.62,0.84,0.13,0,0,0,0.56,0.65,0.25,0.41,0,0.75,0,0,0,0,0,0,0.38,0,0.79,0.22,0,0.18,0.5,0.27,0.27,0,0,0,0.91,0,0.69,0.24,0.12
"Area_05","septembre","montain","river","Spring","F","K-4","F0065","Rhamdia_quelen",0.33,0,0,0.5,0,0,0.21,0,0,0.34,0.69,0,0.91,0.35,0,0,0,0,0.72,0.95,0.36,0.88,0,0,0,0,0,0.62,0,0.89,0.52,0.32,0,0,0.62,0.89,0.02,0,0.64,0,0,0.83,0.33,0.3,0.8,0,0.76,0.67,0.92,0,0.66,0.5,0.31,0.72,0.2,0.62,0.39,0.7,0.22,0.5
"Area_02","juillet","plains","river","Spring","M","K-4","F0066","Prochilodus_lineatus",0,0,0,0.85,0,0.09,0,0,0,0,0.02,0.96,0.92,0.25,0.07,0,0,0.56,0.97,0.05,0.31,0.38,0.5,0.06,0,0,0.81,0.21,0.95,0.63,0,0.27,0.51,0,0,0.44,0,0.64,0.36,0,0.35,0.63,0.06,0.57,0.32,0,0,0.79,0.94,0,0.4,0.14,0,0.85,0,0.89,0,0.84,0,0
"Area_01","juin","pothole","marine","Autumn","M","J-3","F0067","Prochilodus_lineatus",0.26,0.16,0.59,0.78,0.64,0.74,0.65,0,0,0.72,0.32,0,0.2,0.28,0,0.65,0.98,0.84,0.24,0.93,0,1,0.68,0,0,0,0.56,0,0.83,0.03,0.47,0.93,0,0.58,0.25,0,0.15,0,0.09,0,0,0,0,0,0.84,0.21,0.62,0.76,0,0.81,0,0.33,0.89,0,0.2,0,0.1,0.54,0.59,0.44
"Area_01","avril","valley","marine","Winter","F","H-1","F0068","Cichla_ocellaris",0.53,0.05,0.76,0,0,0,0,0.08,0,0,0.26,0.24,0.1,0,0,0,0.8,0,0.6,0,0.11,0.18,0.05,0.12,0.95,0.55,0,0.43,0.07,0.85,0.98,0.03,0.14,0.4,0.11,0.91,0.42,0,0.43,0,0.65,0.24,0.15,0.58,0,0,0.23,0,0,0.92,0.2,0.01,0.92,0.98,0.03,0.69,0,0.96,0,0
"Area_03","mars","valley","river","Spring","M","M-6","F0069","Hoplias_malabaricus",0,0,0.2,0.43,0.26,0.26,0,0.3,0.44,0.59,0.14,0.95,0.05,0.2,0,0,0,0,0,0.29,0.84,0.95,0.22,0,0,0.05,0.48,0.61,0.91,0.01,0.13,0.15,0,0,0,0,0,0,0.24,0,0,0.43,0.8,0,0,0.18,0.9,0,0.32,0,0.39,0,0.4,0.86,0.99,0.51,0.11,0,0.75,0
"Area_01","novembre","valley","estuary","Spring","F","L-5","F0070","Leporinus_friderici",0,0.55,0.26,0.65,0.84,0.67,0,0.83,0.43,0.1,0.22,0.15,0.55,0,0.69,0,0.31,0.13,0.48,0.95,0,0.19,0.87,0.19,0.5,0.69,0,0,0,0.06,0,0.08,0,0.35,0.47,0.86,0,0,0.46,0,0,0.56,0.51,0.47,0.95,0.77,0.92,0.19,0.49,0.64,0.53,0,0.19,0.62,0.9,0,0.45,0,0,0.88
"Area_06","mars","pothole","marine","Autumn","F","I-2","F0071","Astyanax_fasciatus",0.48,0,0,0,0.44,0,0,0.6,0,0,0.28,0,0.29,0.24,0.87,0,0,0,0,0.25,0.56,0.39,0.05,0.59,0,0.03,0,0,0,0.29,0.82,0.43,0.32,0,0.12,0.26,0,0.39,0.08,0,0.25,0.92,0,0.71,0,0.4,0.62,0.29,0.58,0.87,0.74,0,0.37,0.05,0.64,0.73,0.97,0,0.44,0.26
"Area_05","octobre","montain","estuary","Winter","M","M-6","F0072","Astyanax_fasciatus",0.43,0.57,0,0.55,0,0.63,0,0.33,0,0.89,0,0.24,0.61,0.66,0,0.27,0.87,0.47,0.42,0.35,0,0.67,0.61,0.81,0.87,0.15,0.71,0,0.82,0.77,0.72,0,0,0,0,0.72,0,0.39,0,0.6,0,0.87,0.24,0.55,0.45,0,0.51,0.29,0,0,0.45,0,0.13,0.24,0.4,0.97,0.91,0,0,0.47
"Area_07","decembre","montain","river","Summer","F","N-7","F0073","Geophagus_brasiliensis",0.44,0.03,0,0.13,0,0,0.06,0.05,0,0.38,0.44,0.37,0.37,0.87,0,0.79,0,0.77,0.74,0,0,0,0.44,0.73,0,0,0,0.59,0,0,0.63,0,0.76,0,0.18,0,0.94,0.87,0,0,0.43,0.92,0,0.94,0.07,0,0,0.97,0.88,0.19,0.34,0.21,0.21,0.78,0.9,0.32,0.59,0.22,0,0
"Area_01","decembre","plains","marine","Winter","F","J-3","F0074","Pimelodus_maculatus",0.45,0.28,0.61,0.94,0.43,0.95,0.24,0.9,0.95,0,0,0.44,0.8,0,0,0.28,0,0.67,0.47,0.45,0.51,0.1,0,0,0,0.2,0,0.31,0.29,0,0.65,0.13,0.17,0.06,0,0.57,0.1,0,0,0.21,0.65,0.38,0.19,0,0.94,0.26,0,0.13,0.44,0,0.78,0,0.87,0.27,0,0,0,0.59,0.44,0.85
"Area_07","fevrier","montain","estuary","Winter","F","K-4","F0075","Hoplias_malabaricus",0.03,0.84,0.34,0.84,0,0.52,0.82,0.26,0.58,0.41,0.19,0.91,0.15,0.85,0.65,0.41,0,0,0,0.37,0.74,0,0.99,0.12,0.84,0.53,0.32,0.89,0.34,0.17,0.37,0.73,0,0,0.23,0.92,0.97,0.56,0.96,0.68,0.74,0.09,0.82,0.21,0,0.42,0.63,0,0,0.61,0.73,0.49,0,0.06,0,0.91,0.38,0.72,0,0
"Area_02","mars","plains","fast-stream","Autumn","F","I-2","F0076","Pimelodus_maculatus",0.75,0,0,0.43,0,0,0.89,0.5,0.6,0.99,0.89,0.12,0.82,0.79,0,0.8,0.5,0,0,0,0,0.44,0.42,0.6,0,0,0.59,0.63,0.2,0.35,0,0.99,0.79,0.26,0,0.17,0.27,0,0,0,0.19,0,0.35,0,0,0,0,0.66,0.52,0,0.93,0.79,0.22,0.35,0.52,0.26,0.63,0.25,0,0
"Area_04","janvier","montain","estuary","Summer","F","L-5","F0077","Geophagus_brasiliensis",0,0,0.96,0.09,0.78,0.39,0.25,0.26,0,0.05,0,0,0,0.81,0,0,0.83,0.68,0,0,0.36,0.4,0,0,0.43,0.77,0.52,0.67,0.48,0.36,0,0.85,0.92,0.29,0.85,0,0,0.37,0,0.25,0.23,0.56,0,0,0.75,0,0.89,0.81,0.28,0,0.65,0.38,0.73,0.71,0.68,0.89,0,0.8,0,0.59
"Area_07","decembre","montain","marine","Spring","F","K-4","F0078","Hoplias_malabaricus",0.84,0,0.32,0.58,0.53,0.28,0,0.13,0.65,0,0,0.98,0.45,0,0,0,0.22,0.25,0,0.31,0.43,0,0,0.28,0,0.86,0,0,0.87,0.87,0,0,0.22,0.4,0.94,0.78,0,0.76,0.6,0,0.34,0,0.63,0,0.16,0.83,0.6,0.07,0,0.06,0.46,0.24,0.16,0,0.96,0.37,0.54,0.48,0.26,0
"Area_08","janvier","montain","marine","Winter","F","N-7","F0079","Pimelodus_maculatus",0.56,0,0,0.57,0,0,0.18,0,0,0.85,0.56,0.53,0,0.32,0.02,0.46,0,0.37,0,0.71,0.17,0,0,0.33,0,0.96,0,0.06,0.48,0.1,0,0.51,0,0,0.57,0.07,0.39,0.9,0.81,0.22,0.32,0.38,0.23,0.12,0.99,0,0,0.37,0.03,0.06,0,0,0.28,0,0,0,0.37,0,0.6,0.61
"Area_04","janvier","plains","sky","Winter","M","M-6","F0080","Hoplias_malabaricus",0.71,0.65,0.16,0.11,0.41,0.15,0.05,0.48,0,0,0.61,0.08,0.14,0.79,0.06,0.09,0.14,0,0.79,0,0,0.14,0.59,0,0.12,0.46,0.64,0.21,0.84,0.9,0.03,0,0.84,0.71,0,0,0,0.66,0.11,0.59,0,0,0.59,0,0.5,0.83,0,0.6,0,0,0,0,0,0.92,0,0,1,0,0.8,0
"Area_06","avril","plains","estuary","Winter","M","N-7","F0081","Geophagus_brasiliensis",0,0.28,0.37,0,0,0.76,0.97,0.37,0.62,0.6,0,0.57,0,0.5,0.89,0.44,0.48,0.17,0.13,0.51,0,0.48,0.34,0.45,0.9,0,0.85,0,0,0.48,0.4,0.1,0.41,0.31,0.72,0,0.4,0.78,0.6,0,0.4,0,0,0.87,0.97,0.38,0.47,0.38,0.75,0.99,0.95,0.79,0.43,0.72,0.61,0.26,0,0.04,0.4,0
"Area_06","mars","pothole","fast-stream","Winter","M","H-1","F0082","Cichla_ocellaris",0.96,0,0.25,0.37,0.52,0.94,0.75,0.22,0.4,0.93,0,0,0.66,0.99,0,0.3,0.72,0,0.36,0.94,0,0.72,0.56,0,0.49,0.08,0.4,0.46,0,0,1,0.59,0.7,0,0,0.36,0.82,0,0.11,0.86,0.75,0.5,0.11,0.28,0.37,0.84,0.45,0,0.83,0,0.36,0.85,0.04,0.03,0.57,0.08,0.58,0.88,0,0.25
"Area_03","fevrier","pothole","sky","Summer","F","K-4","F0083","Hoplias_malabaricus",0.41,0.8,0,0.15,0,0,0,0,0.19,0.23,0.45,0,0.88,0,0,0.49,0,0,0.79,0.24,0,0.82,0.29,0.71,0.65,0.9,0,0,0,0.2,0.51,0,0.23,0.45,0.23,0,0.96,0.28,0.68,0.42,0.91,0.99,0,0.45,0.95,0.43,0,0.48,0.42,0,0,0,0.86,0.77,0,0.12,0,0.25,0,0
"Area_08","juillet","pothole","river","Winter","F","I-2","F0084","Cichla_ocellaris",0,0.73,0.11,0,0,0.4,0,0.59,0,0.08,0,0.39,0.81,0.78,0,0.97,0.7,0.45,0,0,0,0,0.97,0.91,0.2,0,0,0,0,0.28,0.18,0.31,0.41,0,0,0.63,0.11,0.13,0.25,0,0.74,0,0.99,0,0.36,0.12,0,0,0.39,0.71,0.94,0,0,0.09,0,0,0.31,0.09,0.58,0
"Area_06","fevrier","valley","marine","Summer","F","I-2","F0085","Prochilodus_lineatus",0.64,0,0.26,0,0.19,0.28,0.99,0.05,0.14,0.14,0.06,0,0.69,0.17,0,0,0.6,0,1,0.47,0.83,0,0,0.19,0,0.71,0.53,0.06,0,0.53,0,0.2,0.77,0,0.87,0.13,0.99,0,0.64,0.44,0.95,0,0.85,0.83,0,0.79,0.83,0,0,0,0.97,0.21,0.43,0.96,0.37,0.97,0,0.25,0.92,0.42
"Area_06","decembre","pothole","marine","Spring","M","H-1","F0086","Hoplias_malabaricus",0,0.96,0.87,0,0.85,0.5,0,0.11,0.41,0,0.75,0.23,0.63,0.69,0.22,0.76,0,0,0,0.76,0.07,0.67,0,0.48,0,0.68,0,0.57,0,0.4,0.32,0,0.06,0.1,0.85,0.58,0.07,0.4,0,0.24,0.15,0.79,0.22,0.9,0,0.79,0.3,0,0.1,0.34,0.83,0.3,0.94,0.77,0.19,0.75,0.1,0.47,0.05,0.76
"Area_07","fevrier","valley","river","Spring","M","N-7","F0087","Prochilodus_lineatus",0.64,0,0.11,0,0.14,0,0.17,0,0,0,0,0,0.61,0.96,0,0.11,0.49,0.41,0.33,0.26,0,0,0,0.3,0,0.61,0.71,0.32,0.4,0,0.46,0,0.27,0,0.05,0.49,0.72,0,0.25,0.71,0.48,0,0.72,0,0.31,0,0.11,0.11,0.27,0.73,0.95,0,0,0.35,0,0,0.31,0,0.01,0.74
"Area_07","juillet","pothole","fast-stream","Spring","F","L-5","F0088","Pimelodus_maculatus",0.8,0,0,0.54,0.09,0.89,0.94,0.7,0,0.5,0.5,0.14,0,0.78,0.19,0,0.32,0.55,0,0.84,0.88,0,0,0.22,0,0,0,0,0,0.04,0.63,0.13,0.99,0.66,0,0.55,0,0.85,0.65,0.72,0.77,0.68,0,0,0.74,0.92,0.75,0,0.73,0.41,0.7,0.45,0.83,0.9,0,0.56,0,0.31,0.71,0.33
"Area_08","octobre","valley","river","Winter","M","M-6","F0089","Rhamdia_quelen",0.44,0.44,0,0,0,0.38,0.12,0,0.66,0,0,0.02,0,0.53,0,0,0,0,0.55,0.3,0.72,0.7,0,0.61,0.36,0.11,0.85,0.46,1,0,0.21,0.49,0.01,0.31,0.43,0,0.91,0.81,0,0.42,0.42,0,0,0,0.17,0,0,0.2,0.13,0.56,0.15,0.58,0.23,0,0,0.8,0.86,0,0.36,0
"Area_01","avril","montain","estuary","Autumn","M","I-2","F0090","Leporinus_friderici",0,0.4,0,0.37,0.71,0,0.01,0,0,0.36,0,0,0.53,0.66,0.88,0,0.36,0.81,0.1,0.27,0.76,0.59,0.85,0.33,0.26,0.55,0.95,0.89,0.75,0.28,0,0,0,0.03,0.14,0.18,0,0.11,0.74,0,0.94,0,0.8,0.24,0.12,0.94,0,0.62,0.8,0,0.72,0,0.1,0.3,0.08,0,0,0,0.04,0
"Area_06","avril","montain","lake","Spring","M","M-6","F0091","Cichla_ocellaris",0,0.79,0,0,0,0,0.41,0,0.98,0.43,0,0.87,0,0.52,0.71,0.72,0.8,0,0.45,0,0.02,0.38,0.42,0,0,0,0.88,0,0.06,0.62,0.91,0.02,0.93,0.65,0.68,0.99,0.14,0,0.99,0,0.11,0.88,0,0,0,0,0.83,0.67,0.03,0.39,0.81,0.13,0.28,0,0.9,0,0.35,0.25,0.64,0.23
"Area_02","aout","plains","river","Autumn","F","K-4","F0092","Prochilodus_lineatus",0,0.88,0.16,0.61,0.36,0.34,0.18,0.83,0.99,0.81,0,0,0,0.86,0.91,0.39,0.33,0,0,0,0.91,0.8,0,0.69,0,0,0.13,0,0,0.96,0.6,0.11,0.67,0,0.7,0.78,0,0,0.94,0.73,0,0.3,0.53,0,0.5,0,0.87,0,0,0.91,0,0,0,0,0.74,0.69,0.55,0.68,0.86,0
"Area_01","septembre","montain","river","Spring","M","N-7","F0093","Cichla_ocellaris",0.87,0.91,0.18,0.74,0.75,0.11,0,0,0.22,0,0,0.14,0.28,0,0,0.2,0.43,0.37,0.78,0,0.01,0.46,0,0,0.92,0.86,0.28,0.28,0.63,0,0,0.64,0.28,0.19,0.02,0.34,0,0.96,0,0.55,0.92,0.25,0.84,0.71,0,0.03,0.19,0.97,0,0.81,0.61,0.87,0,0.17,0,0.84,0,0.53,0,0.42
"Area_02","mars","pothole","fast-stream","Winter","M","M-6","F0094","Astyanax_fasciatus",0,0,0.81,0.91,0,0.23,0.48,0,0.06,0,0,0.89,0,0.61,0.56,0,0.89,0,0,0.33,0.73,0.34,0,0,0,0.69,0.82,0,0.71,0.54,0,0.05,0,0,0.04,0,0.81,0.99,0,0.98,0,0.65,0.78,0.11,0.93,0.49,0,0,0,0,0.96,0,0,0.83,0.49,0.89,0,0.58,0,0
"Area_04","septembre","montain","sky","Summer","F","L-5","F0095","Geophagus_brasiliensis",0.33,0,0,0,0.03,0,0.54,0.87,0.94,0,0.71,0,0.05,0,0,0.88,0.68,0,0,0.59,0,0,0,0.85,0,0.24,0.46,0.97,0.15,0.72,0,0.85,0,0.07,0.62,0.67,0,0.61,0.34,0.25,0,0.82,0,0,0.38,0,0,0,0.97,0,0.08,0.28,0,0.6,0.92,0,0.91,0.97,0,0
"Area_05","novembre","montain","marine","Spring","M","H-1","F0096","Pimelodus_maculatus",0.42,0,0.58,0.26,0.03,0.78,0,0.39,0,0,0.72,0.92,0,0.5,0,0.42,0.48,0.05,0.66,0.36,0.95,0.63,0.99,0,0,0.73,0.06,0.46,0.26,0,0.82,0,0.3,0,0,0,0.44,0,0.93,0,0,0,0.44,0.59,0.45,0.07,0.47,0.61,0.81,0,0.91,0,0.07,0,0.11,0.16,0,0,0.24,0.54
"Area_05","mars","pothole","slow-stream","Autumn","M","J-3","F0097","Pimelodus_maculatus",0.97,0,0.44,0,0.06,0.93,0.56,0,0.29,0,0.27,0,0.41,0,0.63,0.07,0.47,0.03,0,0,0,0.72,0.47,0.18,0.88,0.64,0.56,0.25,0.47,0.64,0,0.43,0.04,0.98,0.92,0.22,0,0,0,0.31,0,0.01,0.14,0.03,0,0,0,0.85,0.38,0.37,0.76,0,0.14,0.68,0.56,0,0,0.18,0.03,0.18
"Area_06","novembre","plains","slow-stream","Autumn","F","N-7","F0098","Cichla_ocellaris",0,0.45,0.05,0.7,0.99,0,0,0.79,0,0.66,0.97,0,0,0.77,0.9,0,0.61,0.07,0.85,0,0,0.85,0,0.68,0.71,0,0,0.56,0.51,0.94,0,0.05,0,0.82,0.34,0,0.07,0.99,0.67,0.73,0,0,0.43,0.3,0.68,0,0,0.15,0.65,0.37,0.31,0.63,0,0,0.86,0.62,0.3,0.44,0,0.08
"Area_07","juin","montain","marine","Winter","M","K-4","F0099","Leporinus_friderici",0.85,0,0.25,0.3,0,0.97,0.15,0.71,0.86,0,0.65,0,0.62,0.08,0.14,0,0.81,0,0,0.58,0.15,0,0.95,0,0,0.97,0,0,0,0.68,0.55,0.26,0.2,0.27,0.29,0.91,0,0,0.26,0,0.82,0,0,0.61,0,0.15,0.83,0,0.75,0.96,0.29,0.96,0.86,0,0.38,0,0.2,0,0.35,0.86
"Area_03","mai","montain","marine","Winter","M","M-6","F0100","Geophagus_brasiliensis",0.51,0.49,0.36,0.52,0.49,0.03,0.92,0.7,0.35,0.44,0.91,0.74,0,0.03,0,0.64,0.8,0.29,0.67,0.34,0,0.06,0.52,0.04,0.66,0.81,0,0,0.43,0,0.97,0.81,0.53,0,0.14,0,0.11,0,0.01,0.87,0.07,0.15,0.25,0.16,0.89,0.54,0.29,0,0,0.91,0,0.79,0,0.8,0,0.52,0.88,0.23,0.13,0.93
"Area_01","fevrier","montain","sky","Summer","F","N-7","F0101","Leporinus_friderici",0.36,0.2,0.86,0.55,0,0,0.39,0.01,0.11,0,0.58,0,0.75,0,0.5,0,0,0.21,0,0.74,0,0.63,0.61,0.74,0.02,0.3,0,0.7,0.86,0.72,0.62,0,0.6,0,0.61,0.72,0,0.96,0,0.04,0.87,0.21,0.48,0,0,0.59,0,0.94,0.7,0,0,0.3,0,0.88,0.02,0.2,0,0,0,0
"Area_04","juin","montain","fast-stream","Summer","M","K-4","F0102","Rhamdia_quelen",0,0,0.38,0.15,0.42,0.15,0.6,0.03,0.21,0.64,0.4,0.05,0,0,0.65,0.96,0.17,0,0,0.32,0,0,0.26,0.92,0.06,0.53,0,0,0.64,0,0.19,0.59,0,0.77,0.44,0,0.34,0.71,0.21,0,0.41,0,0.5,0.58,0,0,0.89,0,0,0.62,0.17,0.36,0,0.8,0.68,0,0.56,0.09,0,0.38
"Area_06","janvier","valley","sky","Summer","F","M-6","F0103","Hoplias_malabaricus",0.95,0.59,0.77,0.83,0.56,0.3,0,0,0.02,0.84,0,0,0.94,0,0.48,0.49,0.68,0.04,0.39,0.37,0.9,0,0,0,0,0.55,0.66,0.25,0,0.31,0.3,0,0.49,0.82,0.54,0,0,0.64,0.07,0.69,0.19,0,0.37,0.74,0.45,0.38,0,0,0.52,0,0.41,0,0.2,0,0,0.16,0,0.87,0.84,0
"Area_01","mai","plains","lake","Summer","M","L-5","F0104","Hoplias_malabaricus",0.87,0.52,0.38,0,0,0.46,0.72,0,0.8,0.07,0,0.35,0,0.75,0.75,0.58,0,0,0.62,0.18,0.12,0.84,0.68,0.8,0,0,0.2,0.94,0.97,0.77,0.47,0.34,0.77,0.66,0.15,0.46,0,0.68,0.93,0,0,0.92,0.58,0,0.9,0.82,0.45,0,0.6,0.15,0.3,0,0.44,0.9,0,0.22,0,0.74,0.3,0.13
"Area_08","mars","plains","river","Autumn","M","H-1","F0105","Geophagus_brasiliensis",0.88,0.86,0.01,0.12,0.64,0.21,0.55,0.92,0.17,0.88,0.11,0.52,0.38,0,0.83,0.99,0.23,0.27,0,0,0.87,0.77,0,0.38,0.57,0.87,0,0,0.39,0.76,0.87,0.02,0.88,0,0,0.96,0,0.55,0.23,0.17,0.72,0.21,0.86,0.78,0.57,0.31,0.12,0,0.65,0,0.49,0.77,0,0.73,0.51,0.99,0,0,0.77,0.54
"Area_06","mars","montain","slow-stream","Winter","M","L-5","F0106","Rhamdia_quelen",0.68,0.79,0,0.9,0,0.18,0,0,0.43,0,0.43,0.3,0.17,0.96,0.97,0.86,0.35,0.16,0.23,0.51,0.46,0.48,0.06,0,0.57,0,0.12,0,0,0.11,0.27,0.09,0,0.77,0,0,0.32,0.21,0.37,0.39,0.05,0.05,0,0.51,0,0.15,0,0.64,0.19,0.99,0,0.51,0,0.46,0.31,0.78,0,0.14,0,0.98
"Area_01","mars","pothole","slow-stream","Autumn","M","I-2","F0107","Geophagus_brasiliensis",0.96,0.05,0,0.1,0.17,0,0,0,0.91,0,0.03,0,0.1,0.48,0.97,0,0.35,0,0.07,0.44,0.89,0.82,0,0.94,0.64,0.99,0.93,0.34,0,0.67,0.03,0.15,0.97,0,0,0,0,0.02,0.61,0.53,0,0,0.28,0.75,0.49,0.95,0,0.71,0.07,0,0.21,0,0,0,0.31,0.65,0,0,0.36,0
"Area_07","novembre","plains","lake","Winter","F","N-7","F0108","Astyanax_fasciatus",0.38,0,0,0,0.52,0.61,0.9,0,0.07,0.88,0,0,0,0.08,0,0,0.69,0,0,0.64,0.95,0.02,0,0.69,0.3,0.73,0,0,0.24,0.29,0.16,0.96,0.23,0.4,0.41,0.91,0,0,0.39,0.49,0.21,0.05,0.33,0.76,0,0,0,0.04,0.17,0.02,0.13,0,0,0.66,0,0.17,0.9,0.25,0,0.73
"Area_03","juin","pothole","slow-stream","Autumn","M","K-4","F0109","Rhamdia_quelen",0.3,0.88,0,0.82,0.3,0,0.39,0.56,0,0.6,0,0.32,0.94,0,0,0.31,0.78,0.08,0.74,0.58,0.47,0,0.89,0.55,0,0.9,0,0,0,0,0.38,0.28,0,0.59,0.93,0.64,0.76,0,0,0.21,0.27,0,0,0.75,0,0.8,0,0,0.34,0.21,0,0.6,0.23,0.05,0.57,0,0.01,0.71,0,0
"Area_08","septembre","plains","slow-stream","Spring","F","L-5","F0110","Rhamdia_quelen",0.96,0.19,0,0.89,0.67,0.63,0,0.66,0.94,0,0.03,0.92,0.22,0.89,0,0,0.33,0.68,0,0.86,0.76,0.55,0,0.37,0.43,0.44,0.35,0.07,0.18,0,0.32,0.38,0,0,0.44,0.02,0.74,0.1,0.56,0.05,0.49,0,0.07,0.93,0.24,0.8,0,0.16,0.23,0.72,0,0.22,0.13,0.91,0,0.52,0.34,0,0,0.89
"Area_08","novembre","montain","sky","Winter","M","L-5","F0111","Cichla_ocellaris",0.72,0,0,0,0,0,0,0.06,0.21,0,0.45,0.17,0.15,0.1,0.49,0,0,0.86,0,0.34,0,0,0,0.26,0,0,0.97,0.67,0.76,0.1,0.11,0.07,0,0.64,0,0.2,0.28,0,0.06,0.74,0.02,0.61,0,0,0.77,0.62,0,0.92,0.59,0.09,0,0.88,0.13,0.28,0.29,0.88,0.5,0.42,0.65,0.98
"Area_06","mars","valley","river","Summer","F","J-3","F0112","Hoplias_malabaricus",0,0.93,0.46,0.17,0.38,0,0.7,0.54,0,0,0,0,0.15,0.83,0.14,0.14,0,0.44,0,0.53,0,0.26,0,0,0,0,0.41,0.4,0.18,0.75,0.16,0.93,0.12,0,0.87,0.64,0,0,0.29,0.7,0.01,0,0.55,0,0.47,0,0.28,0.35,0,0,0.23,0.45,0,0.66,0,0.32,0.43,0,0.71,0.48
