"","scenario_name","prey_item","stomachs_with_prey","total_stomachs","frequency_occurrence","total_volume_item","total_volume_all","volume_percentage","fo_times_v","iai"
"193","sampling_area=Area_01__season=Spring__sex=M","prey_39",9,13,69.2307692307692,5.54,252.24,2.19632096416112,152.052989826539,2.22997450690997
"194","sampling_area=Area_01__season=Spring__sex=M","prey_60",10,13,76.9230769230769,4.9,252.24,1.94259435458294,149.430334967918,2.19151124826692
"195","sampling_area=Area_01__season=Spring__sex=M","prey_23",9,13,69.2307692307692,5.22,252.24,2.06945765937203,143.270145648833,2.1011673151751
"196","sampling_area=Area_01__season=Spring__sex=M","prey_47",10,13,76.9230769230769,4.65,252.24,1.84348239771646,141.806338285882,2.07969944988595
"197","sampling_area=Area_01__season=Spring__sex=M","prey_44",9,13,69.2307692307692,5.15,252.24,2.04170631144941,141.348898484959,2.07299074198309
"198","sampling_area=Area_01__season=Spring__sex=M","prey_40",10,13,76.9230769230769,4.61,252.24,1.82762448461782,140.586498816756,2.061809562145
"199","sampling_area=Area_01__season=Spring__sex=M","prey_1",9,13,69.2307692307692,5.04,252.24,1.99809705042816,138.329795798873,2.02871326982423
"200","sampling_area=Area_01__season=Spring__sex=M","prey_31",10,13,76.9230769230769,4.48,252.24,1.77608626704726,136.622020542097,2.0036674269869
"201","sampling_area=Area_01__season=Spring__sex=M","prey_37",10,13,76.9230769230769,4.39,252.24,1.74040596257532,133.877381736563,1.96341517956975
"202","sampling_area=Area_01__season=Spring__sex=M","prey_29",9,13,69.2307692307692,4.78,252.24,1.89502061528703,131.193734904487,1.92405742653965
"203","sampling_area=Area_01__season=Spring__sex=M","prey_25",9,13,69.2307692307692,4.66,252.24,1.84744687599112,127.900168337847,1.87575472963907
"204","sampling_area=Area_01__season=Spring__sex=M","prey_43",8,13,61.5384615384615,5.24,252.24,2.07738661592134,127.83917636439,1.87486023525202
"205","sampling_area=Area_01__season=Spring__sex=M","prey_26",9,13,69.2307692307692,4.65,252.24,1.84348239771646,127.625704457293,1.87172950489736
"206","sampling_area=Area_01__season=Spring__sex=M","prey_50",10,13,76.9230769230769,4.16,252.24,1.64922296225817,126.86330478909,1.86054832505926
"207","sampling_area=Area_01__season=Spring__sex=M","prey_15",10,13,76.9230769230769,4.14,252.24,1.64129400570885,126.253385054527,1.85160338118878
"208","sampling_area=Area_01__season=Spring__sex=M","prey_22",9,13,69.2307692307692,4.6,252.24,1.82366000634317,126.253385054527,1.85160338118878
"209","sampling_area=Area_01__season=Spring__sex=M","prey_28",9,13,69.2307692307692,4.58,252.24,1.81573104979385,125.70445729342,1.84355293170535
"210","sampling_area=Area_01__season=Spring__sex=M","prey_48",10,13,76.9230769230769,4.1,252.24,1.62543609261021,125.033545585401,1.83371349344783
"211","sampling_area=Area_01__season=Spring__sex=M","prey_27",10,13,76.9230769230769,3.89,252.24,1.54218204884237,118.62938837249,1.73979158280782
"212","sampling_area=Area_01__season=Spring__sex=M","prey_3",10,13,76.9230769230769,3.78,252.24,1.49857278782112,115.274829832394,1.69059439152019
"213","sampling_area=Area_01__season=Spring__sex=M","prey_30",9,13,69.2307692307692,4.19,252.24,1.66111639708214,115.000365951841,1.68656916677848
"214","sampling_area=Area_01__season=Spring__sex=M","prey_12",9,13,69.2307692307692,4.14,252.24,1.64129400570885,113.628046549074,1.6664430430699
"215","sampling_area=Area_01__season=Spring__sex=M","prey_32",8,13,61.5384615384615,4.63,252.24,1.83555344116714,112.957134841055,1.65660360481238
"216","sampling_area=Area_01__season=Spring__sex=M","prey_46",7,13,53.8461538461538,4.77,252.24,1.89105613701237,101.826099685281,1.49335837917617
"217","sampling_area=Area_01__season=Spring__sex=M","prey_10",8,13,61.5384615384615,4.1,252.24,1.62543609261021,100.026836468321,1.46697079475826
"218","sampling_area=Area_01__season=Spring__sex=M","prey_17",7,13,53.8461538461538,4.55,252.24,1.80383761496987,97.1297177291468,1.4244823113735
"219","sampling_area=Area_01__season=Spring__sex=M","prey_49",7,13,53.8461538461538,4.23,252.24,1.67697431018078,90.298616702042,1.32429894002415
"220","sampling_area=Area_01__season=Spring__sex=M","prey_45",9,13,69.2307692307692,3.21,252.24,1.27259752616556,88.1029056576155,1.29209714209043
"221","sampling_area=Area_01__season=Spring__sex=M","prey_2",8,13,61.5384615384615,3.53,252.24,1.39946083095465,86.1206665202859,1.26302607451138
"222","sampling_area=Area_01__season=Spring__sex=M","prey_24",8,13,61.5384615384615,3.36,252.24,1.33206470028544,81.973212325258,1.20220045619214
"223","sampling_area=Area_01__season=Spring__sex=M","prey_51",7,13,53.8461538461538,3.73,252.24,1.47875039644783,79.6250213471907,1.1677624222908
"224","sampling_area=Area_01__season=Spring__sex=M","prey_4",7,13,53.8461538461538,3.45,252.24,1.36774500475737,73.647807948474,1.08010197236012
"225","sampling_area=Area_01__season=Spring__sex=M","prey_19",6,13,46.1538461538462,3.97,252.24,1.57389787503964,72.6414403864451,1.06534281497384
"226","sampling_area=Area_01__season=Spring__sex=M","prey_57",7,13,53.8461538461538,3.37,252.24,1.3360291785601,71.9400326916978,1.05505612952279
"227","sampling_area=Area_01__season=Spring__sex=M","prey_8",7,13,53.8461538461538,3.24,252.24,1.28449096098953,69.1648978994364,1.01435663491212
"228","sampling_area=Area_01__season=Spring__sex=M","prey_53",8,13,61.5384615384615,2.65,252.24,1.05058674278465,64.6514918636707,0.948164050270584
"229","sampling_area=Area_01__season=Spring__sex=M","prey_58",8,13,61.5384615384615,2.46,252.24,0.975261655566127,60.0161018809925,0.880182476854958
"230","sampling_area=Area_01__season=Spring__sex=M","prey_34",7,13,53.8461538461538,2.8,252.24,1.11005391690454,59.7721339871673,0.876604499306767
"231","sampling_area=Area_01__season=Spring__sex=M","prey_20",7,13,53.8461538461538,2.75,252.24,1.09023152553124,58.7047744516822,0.860950847533432
"232","sampling_area=Area_01__season=Spring__sex=M","prey_35",6,13,46.1538461538462,3.12,252.24,1.23691722169363,57.0884871550904,0.837246746276667
"233","sampling_area=Area_01__season=Spring__sex=M","prey_16",6,13,46.1538461538462,3.04,252.24,1.20520139549635,55.6246797921394,0.815778880987522
"234","sampling_area=Area_01__season=Spring__sex=M","prey_9",6,13,46.1538461538462,3.01,252.24,1.19330796067238,55.0757520310327,0.807728431504092
"235","sampling_area=Area_01__season=Spring__sex=M","prey_18",6,13,46.1538461538462,2.87,252.24,1.13780526482715,52.5140891458684,0.770159667248088
"236","sampling_area=Area_01__season=Spring__sex=M","prey_14",6,13,46.1538461538462,2.32,252.24,0.919758959720901,42.45041352558,0.622568093385214
"237","sampling_area=Area_01__season=Spring__sex=M","prey_7",7,13,53.8461538461538,1.92,252.24,0.761179828734538,40.986606162629,0.601100228096069
"238","sampling_area=Area_01__season=Spring__sex=M","prey_5",6,13,46.1538461538462,2.23,252.24,0.884078655248969,40.8036302422601,0.598416744934925
"239","sampling_area=Area_01__season=Spring__sex=M","prey_52",5,13,38.4615384615385,1.93,252.24,0.765144307009198,29.4286271926614,0.431593541750526
"240","sampling_area=Area_01__season=Spring__sex=M","prey_59",6,13,46.1538461538462,1.57,252.24,0.622423089121472,28.7272194979141,0.421306856299477
"241","sampling_area=Area_01__season=Summer__sex=F","prey_32",12,13,92.3076923076923,6.68,267.44,2.49775650613222,230.562139027589,3.38769593569463
"242","sampling_area=Area_01__season=Summer__sex=F","prey_19",12,13,92.3076923076923,6.46,267.44,2.41549506431349,222.968775167399,3.27612511146517
"243","sampling_area=Area_01__season=Summer__sex=F","prey_55",11,13,84.6153846153846,6.74,267.44,2.52019144481005,213.246968407004,3.13328064711078
"244","sampling_area=Area_01__season=Summer__sex=F","prey_47",11,13,84.6153846153846,6.53,267.44,2.44166915943763,206.602775029338,3.03565617591
"245","sampling_area=Area_01__season=Summer__sex=F","prey_13",10,13,76.9230769230769,6.63,267.44,2.47906072390069,190.696978761591,2.80194910848995
"246","sampling_area=Area_01__season=Summer__sex=F","prey_46",10,13,76.9230769230769,6.36,267.44,2.37810349985043,182.931038450033,2.68784258370981
"247","sampling_area=Area_01__season=Summer__sex=F","prey_38",11,13,84.6153846153846,5.62,267.44,2.10140592282381,177.811270392784,2.61261680070661
"248","sampling_area=Area_01__season=Summer__sex=F","prey_16",11,13,84.6153846153846,5.21,267.44,1.94810050852528,164.839273798293,2.42201664264795
"249","sampling_area=Area_01__season=Summer__sex=F","prey_29",11,13,84.6153846153846,5.19,267.44,1.94062219563267,164.20649347661,2.41271907396216
"250","sampling_area=Area_01__season=Summer__sex=F","prey_8",10,13,76.9230769230769,5.56,267.44,2.07897098414598,159.920844934306,2.34974917695386
"251","sampling_area=Area_01__season=Summer__sex=F","prey_53",10,13,76.9230769230769,5.48,267.44,2.04905773257553,157.619825582733,2.31593983627827
"252","sampling_area=Area_01__season=Summer__sex=F","prey_25",10,13,76.9230769230769,5.46,267.44,2.04157941968292,157.04457074484,2.30748750110937
"253","sampling_area=Area_01__season=Summer__sex=F","prey_35",10,13,76.9230769230769,5.36,267.44,2.00418785521986,154.168296555374,2.26522582526488
"254","sampling_area=Area_01__season=Summer__sex=F","prey_56",11,13,84.6153846153846,4.83,267.44,1.80601256356566,152.816447686325,2.24536283761796
"255","sampling_area=Area_01__season=Summer__sex=F","prey_49",11,13,84.6153846153846,4.8,267.44,1.79479509422674,151.867277203801,2.23141648458928
"256","sampling_area=Area_01__season=Summer__sex=F","prey_58",10,13,76.9230769230769,5.27,267.44,1.97053544720311,151.579649784855,2.22719031700483
"257","sampling_area=Area_01__season=Summer__sex=F","prey_26",11,13,84.6153846153846,4.71,267.44,1.76114268620999,149.01976575623,2.18957742550323
"258","sampling_area=Area_01__season=Summer__sex=F","prey_21",9,13,69.2307692307692,5.54,267.44,2.07149267125337,143.411031086771,2.10716715760647
"259","sampling_area=Area_01__season=Summer__sex=F","prey_50",9,13,69.2307692307692,5.26,267.44,1.96679629075681,136.162820129317,2.00066773447834
"260","sampling_area=Area_01__season=Summer__sex=F","prey_48",9,13,69.2307692307692,5.13,267.44,1.91818725695483,132.797579327642,1.95122157374028
"261","sampling_area=Area_01__season=Summer__sex=F","prey_43",9,13,69.2307692307692,5.02,267.44,1.87705653604547,129.950067880071,1.90938251465424
"262","sampling_area=Area_01__season=Summer__sex=F","prey_30",9,13,69.2307692307692,4.9,267.44,1.8321866586898,126.843691755448,1.86373990474218
"263","sampling_area=Area_01__season=Summer__sex=F","prey_6",8,13,61.5384615384615,5.48,267.44,2.04905773257553,126.095860466187,1.85275186902261
"264","sampling_area=Area_01__season=Summer__sex=F","prey_4",8,13,61.5384615384615,5.42,267.44,2.0266227938977,124.715248855243,1.83246626461726
"265","sampling_area=Area_01__season=Summer__sex=F","prey_37",8,13,61.5384615384615,5.18,267.44,1.93688303918636,119.192802411468,1.75132384699583
"266","sampling_area=Area_01__season=Summer__sex=F","prey_54",9,13,69.2307692307692,4.6,267.44,1.72001196530063,119.07775144389,1.74963337996205
"267","sampling_area=Area_01__season=Summer__sex=F","prey_11",9,13,69.2307692307692,4.49,267.44,1.67888124439127,116.230239996318,1.707794320876
"268","sampling_area=Area_01__season=Summer__sex=F","prey_45",8,13,61.5384615384615,4.95,267.44,1.85088244092133,113.900457902851,1.67356236344196
"269","sampling_area=Area_01__season=Summer__sex=F","prey_10",8,13,61.5384615384615,4.73,267.44,1.7686209991026,108.838215329391,1.59918181395565
"270","sampling_area=Area_01__season=Summer__sex=F","prey_36",9,13,69.2307692307692,4.16,267.44,1.55548908166318,107.687705653605,1.58227714361785
"271","sampling_area=Area_01__season=Summer__sex=F","prey_44",9,13,69.2307692307692,4.13,267.44,1.54427161232426,106.911111622449,1.57086649113984
"272","sampling_area=Area_01__season=Summer__sex=F","prey_27",7,13,53.8461538461538,4.89,267.44,1.82844750224349,98.4548655054189,1.44661716415703
"273","sampling_area=Area_01__season=Summer__sex=F","prey_2",9,13,69.2307692307692,3.8,267.44,1.42087944959617,98.3685772797349,1.44534931388169
"274","sampling_area=Area_01__season=Summer__sex=F","prey_22",8,13,61.5384615384615,4.22,267.44,1.57792402034101,97.1030166363699,1.42675417651012
"275","sampling_area=Area_01__season=Summer__sex=F","prey_28",8,13,61.5384615384615,4.22,267.44,1.57792402034101,97.1030166363699,1.42675417651012
"276","sampling_area=Area_01__season=Summer__sex=F","prey_33",9,13,69.2307692307692,3.55,267.44,1.32740053843853,91.8969603534366,1.35026054323158
"277","sampling_area=Area_01__season=Summer__sex=F","prey_12",7,13,53.8461538461538,4.38,267.44,1.6377505234819,88.1865666490255,1.29574298139218
"278","sampling_area=Area_01__season=Summer__sex=F","prey_14",7,13,53.8461538461538,4.36,267.44,1.63027221058929,87.7838882625003,1.28982634677395
"279","sampling_area=Area_01__season=Summer__sex=F","prey_41",7,13,53.8461538461538,4.25,267.44,1.58914148967993,85.5691571366115,1.25728485637369
"280","sampling_area=Area_01__season=Summer__sex=F","prey_18",7,13,53.8461538461538,4.2,267.44,1.5704457074484,84.5624611702984,1.24249326982812
"281","sampling_area=Area_01__season=Summer__sex=F","prey_42",8,13,61.5384615384615,3.62,267.44,1.35357463356267,83.2969005269334,1.22389813245654
"282","sampling_area=Area_01__season=Summer__sex=F","prey_17",7,13,53.8461538461538,4.02,267.44,1.5031408914149,80.9383556915714,1.18924355826406
"283","sampling_area=Area_01__season=Summer__sex=F","prey_9",9,13,69.2307692307692,3.11,267.44,1.16287765480108,80.5069145631515,1.18290430688739
"284","sampling_area=Area_01__season=Summer__sex=F","prey_59",8,13,61.5384615384615,3.48,267.44,1.30122644331439,80.0754734347316,1.17656505551071
"285","sampling_area=Area_01__season=Summer__sex=F","prey_5",7,13,53.8461538461538,3.97,267.44,1.48444510918337,79.9316597252583,1.17445197171849
"286","sampling_area=Area_01__season=Summer__sex=F","prey_1",7,13,53.8461538461538,3.71,267.44,1.38722704157942,74.6968407004303,1.09753572168151
"287","sampling_area=Area_01__season=Summer__sex=F","prey_52",7,13,53.8461538461538,3.7,267.44,1.38348788513311,74.4955015071677,1.09457740437239
"288","sampling_area=Area_01__season=Summer__sex=F","prey_39",8,13,61.5384615384615,3.15,267.44,1.1778342805863,72.4821095745415,1.06499423128125
"289","sampling_area=Area_01__season=Summer__sex=F","prey_23",8,13,61.5384615384615,3.14,267.44,1.17409512413999,72.2520076393843,1.06161329721369
"290","sampling_area=Area_01__season=Summer__sex=F","prey_24",8,13,61.5384615384615,3.11,267.44,1.16287765480108,71.5617018339124,1.05147049501101
"291","sampling_area=Area_01__season=Summer__sex=F","prey_20",8,13,61.5384615384615,3.06,267.44,1.14418187256955,70.4111921581261,1.03456582467321
"292","sampling_area=Area_01__season=Summer__sex=F","prey_40",6,13,46.1538461538462,3.9,267.44,1.45827101405923,67.3048160335028,0.988923214761158
"293","sampling_area=Area_01__season=Summer__sex=F","prey_51",7,13,53.8461538461538,3.29,267.44,1.23018247083458,66.2405945834005,0.973286394698695
"294","sampling_area=Area_01__season=Summer__sex=F","prey_57",7,13,53.8461538461538,3.19,267.44,1.19279090637152,64.2272026507743,0.94370322160755
"295","sampling_area=Area_01__season=Summer__sex=F","prey_60",6,13,46.1538461538462,3.46,267.44,1.29374813042178,59.7114521733128,0.877352390531694
"296","sampling_area=Area_01__season=Summer__sex=F","prey_31",8,13,61.5384615384615,2.47,267.44,0.923571642237511,56.8351779838468,0.8350907146872
"297","sampling_area=Area_01__season=Summer__sex=F","prey_34",5,13,38.4615384615385,2.94,267.44,1.09931199521388,42.2812305851492,0.621246634914061
"298","sampling_area=Area_01__season=Summer__sex=F","prey_3",5,13,38.4615384615385,2.29,267.44,0.856266826204009,32.9333394693849,0.483896188419456
"299","sampling_area=Area_01__season=Summer__sex=F","prey_15",4,13,30.7692307692308,2.46,267.44,0.919832485791205,28.3025380243448,0.41585489030982
"300","sampling_area=Area_01__season=Summer__sex=F","prey_7",4,13,30.7692307692308,1.62,267.44,0.605743344301526,18.6382567477392,0.273855659472321
"301","sampling_area=Area_01__season=Summer__sex=M","prey_42",19,24,79.1666666666667,12.63,464.84,2.71706393597797,215.100894931589,3.25835907532503
"302","sampling_area=Area_01__season=Summer__sex=M","prey_22",19,24,79.1666666666667,10.8,464.84,2.32338008777214,183.934256948627,2.78624529006416
"303","sampling_area=Area_01__season=Summer__sex=M","prey_26",19,24,79.1666666666667,10.49,464.84,2.25669047414164,178.654662536213,2.70626973081232
"304","sampling_area=Area_01__season=Summer__sex=M","prey_36",18,24,75,10.9,464.84,2.34489286636262,175.866964977196,2.66404154927187
"305","sampling_area=Area_01__season=Summer__sex=M","prey_54",19,24,79.1666666666667,10.18,464.84,2.19000086051114,173.375068123799,2.62629417156047
"306","sampling_area=Area_01__season=Summer__sex=M","prey_41",19,24,79.1666666666667,9.7,464.84,2.08673952327683,165.200212259415,2.50246104755762
"307","sampling_area=Area_01__season=Summer__sex=M","prey_47",18,24,75,9.35,464.84,2.01144479821014,150.85835986576,2.28520995281578
"308","sampling_area=Area_01__season=Summer__sex=M","prey_50",17,24,70.8333333333333,9.84,464.84,2.1168574133035,149.944066775665,2.27136019552599
"309","sampling_area=Area_01__season=Summer__sex=M","prey_8",18,24,75,9.28,464.84,1.9963858531968,149.72893898976,2.26810142910486
"310","sampling_area=Area_01__season=Summer__sex=M","prey_49",17,24,70.8333333333333,9.67,464.84,2.08028568969968,147.353569687061,2.23211921653824
"311","sampling_area=Area_01__season=Summer__sex=M","prey_2",18,24,75,8.93,464.84,1.92109112813011,144.081834609758,2.18255881055026
"312","sampling_area=Area_01__season=Summer__sex=M","prey_55",19,24,79.1666666666667,8.33,464.84,1.79201445658721,141.867811146488,2.14902067279948
